trigger,x:Right Upper Arm/leg,y:Right Upper Arm/leg,z:Right Upper Arm/leg,x:Right Lower Arm,y:Right Lower Arm,z:Right Lower Arm,x:Right Head,y:Right Head,z:Right Head,x:Left Head,y:Left Head,z:Left Head,x:Left Upper Arm/leg,y:Left Upper Arm/leg,z:Left Upper Arm/leg,x:Left Lower Arm,y:Left Lower Arm,z:Left Lower Arm
0,-4840,20,16928,7504,-5536,14344,7040,13476,6880,8588,-14580,552,-3992,696,14628,7324,7452,12896
0,-4792,0,16796,7516,-5556,14204,7128,13472,6956,8428,-14612,408,-4060,692,14524,7516,7480,13040
0,-4880,-28,16976,7492,-5596,14372,7176,13448,6856,8576,-14748,524,-4008,780,14496,7328,7472,13060
0,-4824,-8,16860,7704,-5532,14336,7192,13448,6784,8452,-14600,484,-4048,576,14332,7308,7608,12900
0,-4872,60,16928,7600,-5620,14476,7272,13472,6888,8520,-14652,496,-4096,720,14528,7440,7512,12828
0,-4896,64,16764,7508,-5628,14360,7140,13472,6856,8476,-14600,628,-4136,736,14424,7412,7568,12912
0,-4812,120,16912,7616,-5468,14388,7184,13396,6796,8500,-14664,460,-4048,736,14564,7416,7556,13128
0,-4900,60,16936,7496,-5576,14372,7240,13456,6840,8608,-14616,468,-3852,856,14852,7388,7528,13492
0,-4900,-36,16740,7560,-5660,14392,7352,13496,6664,8552,-14612,596,-3640,1056,15212,7260,7468,13308
0,-4940,16,16896,7492,-5612,14340,7096,13424,6588,8476,-14652,552,-3620,1044,15156,7128,7636,13148
0,-4936,-100,16828,7520,-5472,14364,7088,13380,6868,8544,-14640,560,-3640,988,14952,7196,7544,13008
0,-4820,-124,16748,7692,-5416,14380,7076,13376,6932,8420,-14612,584,-3740,824,14500,7344,7368,13160
0,-4900,-96,16704,7592,-5472,14312,7084,13428,6800,8532,-14692,500,-3868,572,14416,7448,7168,12880
0,-4832,-108,16800,7628,-5552,14292,7088,13516,6756,8464,-14692,616,-4024,624,14196,7468,7268,12820
0,-4944,-36,16812,7640,-5664,14408,7132,13444,6852,8456,-14624,560,-4172,596,14052,7500,7380,12756
0,-4920,52,16916,7532,-5700,14392,7128,13400,6828,8476,-14660,404,-4224,388,14100,7472,7328,12668
0,-4956,80,16832,7568,-5644,14396,7172,13340,6832,8432,-14592,424,-4320,416,14180,7632,7480,12692
0,-4876,84,16860,7560,-5560,14384,7164,13408,6828,8496,-14580,496,-4252,664,14156,7552,7536,12688
0,-4864,64,16896,7572,-5612,14344,7184,13408,7068,8500,-14648,564,-4300,692,14168,7668,7460,12852
0,-4888,36,16776,7484,-5536,14404,7120,13416,6824,8568,-14600,636,-4404,772,14212,7656,7500,12860
0,-4888,-20,16908,7532,-5480,14596,7200,13404,6812,8444,-14664,492,-4052,824,14328,7616,7480,12992
0,-4800,-44,16876,7440,-5572,14412,7168,13464,6868,8524,-14584,536,-4096,896,14524,7464,7544,12940
0,-4776,-8,16732,7472,-5496,14312,7088,13424,6936,8536,-14696,632,-3928,852,14640,7552,7428,12980
0,-4796,-28,16836,7532,-5628,14340,7096,13376,6732,8516,-14640,628,-3828,1024,14796,7376,7508,13064
0,-4832,-72,16860,7580,-5572,14512,7036,13300,6892,8652,-14600,364,-3772,836,14884,7208,7568,13036
