trigger,x:Right Upper Arm/leg,y:Right Upper Arm/leg,z:Right Upper Arm/leg,x:Right Lower Arm,y:Right Lower Arm,z:Right Lower Arm,x:Right Head,y:Right Head,z:Right Head,x:Left Head,y:Left Head,z:Left Head,x:Left Upper Arm/leg,y:Left Upper Arm/leg,z:Left Upper Arm/leg,x:Left Lower Arm,y:Left Lower Arm,z:Left Lower Arm
0,-5792,-1256,16308,7872,-4120,14572,7168,14260,4300,8600,-14316,3016,-10056,-808,11008,7856,10356,10364
0,-5876,-1292,16332,8056,-4208,14760,7112,14280,4236,8632,-14340,3112,-10112,-748,11072,7828,10368,10384
0,-5876,-1148,16356,8108,-4204,14500,7320,14288,4372,8680,-14348,3172,-10148,-676,11128,7848,10468,10288
0,-5796,-1244,16344,8012,-4220,14472,7200,14364,4276,8652,-14368,3396,-10120,-784,11220,7884,10308,10312
0,-5888,-1268,16344,8032,-4192,14496,7256,14276,4212,8508,-14172,3268,-10184,-672,10888,7968,10464,10176
0,-5784,-1172,16484,7912,-4276,14628,7100,14412,4324,8608,-14252,3300,-10184,-636,11036,7932,10468,10328
0,-5868,-1132,16316,8024,-4316,14656,7112,14360,4268,8668,-14364,3436,-10060,-648,11176,7996,10448,10296
0,-5880,-1168,16324,7928,-4312,14580,7120,14340,4228,8636,-14264,3312,-10148,-696,10964,8064,10324,10304
0,-5852,-1220,16372,8052,-4232,14584,7188,14316,4248,8600,-14380,3184,-10128,-636,11148,7972,10432,10384
0,-5908,-1276,16444,7888,-4204,14652,7136,14256,4316,8520,-14368,3308,-10112,-576,11116,7960,10400,10316
0,-5744,-1296,16452,7916,-4188,14664,7128,14320,4256,8472,-14316,3328,-10004,-520,11104,7952,10320,10308
0,-5796,-1348,16328,7960,-4168,14792,7132,14316,4120,8436,-14440,3144,-10032,-392,11268,7984,10164,10336
0,-5832,-1332,16384,7960,-4180,14600,7088,14352,4296,8484,-14420,3216,-9980,-384,11180,7916,10104,10388
0,-5616,-1412,16428,7968,-3988,14616,7136,14212,4384,8672,-14380,3232,-10040,-512,11188,7940,10172,10456
0,-5712,-1304,16404,7820,-4112,14756,7052,14384,4332,8644,-14448,3104,-9980,-448,11176,7884,10260,10440
0,-5764,-1376,16676,8060,-4148,14816,7076,14356,4472,8452,-14476,3204,-10048,-440,11276,8048,10324,10304
0,-5780,-1408,16592,8036,-4060,14752,7012,14320,4204,8560,-14460,3072,-10032,-412,11356,7956,10292,10588
0,-5864,-1448,16536,7944,-4088,14684,7152,14372,4376,8436,-14428,3264,-10100,-552,11264,7944,10236,10504
0,-5860,-1416,16520,8088,-4064,14712,7052,14320,4464,8548,-14524,3268,-10076,-620,11276,7876,10348,10440
0,-5836,-1416,16468,7900,-4096,14620,7048,14228,4316,8508,-14488,3076,-10008,-488,11192,7864,10260,10368
0,-5904,-1380,16464,7984,-4136,14632,7068,14160,4276,8500,-14476,3232,-10100,-560,11180,7888,10272,10472
0,-5772,-1280,16384,7932,-4252,14676,7060,14360,4316,8460,-14444,3144,-10012,-580,11052,7924,10336,10356
0,-5856,-1304,16344,7988,-4204,14564,7068,14200,4416,8340,-14508,3268,-10020,-620,11232,7968,10276,10328
0,-5844,-1312,16464,7992,-4124,14528,7108,14284,4356,8596,-14556,3280,-10140,-652,11064,7932,10356,10324
0,-5832,-1280,16424,7968,-4244,14572,7052,14228,4380,8556,-14460,3300,-10084,-688,11180,7956,10388,10460
0,-5880,-1304,16444,8012,-4288,14532,7040,14236,4284,8528,-14440,3140,-10024,-552,11280,7956,10356,10432
0,-5776,-1304,16508,7984,-4264,14652,7144,14216,4316,8584,-14476,3040,-10004,-556,11148,7932,10280,10408
0,-5864,-1292,16364,7992,-4092,14760,7048,14216,4192,8520,-14456,3172,-10096,-604,11168,7980,10164,10344
0,-5824,-1280,16472,7880,-4216,14728,7140,14316,4460,8552,-14356,3140,-10140,-552,11232,7992,10268,10244
0,-5768,-1320,16448,7888,-4280,14576,7092,14188,4236,8572,-14452,3224,-10220,-616,11192,7944,10396,10348
0,-5728,-1316,16344,7824,-4028,14764,7140,14264,4320,8632,-14452,3208,-10060,-652,11108,7924,10336,10324
0,-5736,-1332,16504,7944,-4244,14656,7020,14332,4312,8640,-14404,3096,-10040,-540,11176,7960,10360,10360
0,-5732,-1304,16488,7888,-4200,14752,7104,14336,4364,8664,-14408,3244,-10072,-560,11156,8024,10288,10384
0,-5800,-1308,16360,8000,-4228,14660,7088,14360,4332,8552,-14452,3380,-10080,-508,11164,8032,10316,10232
0,-5876,-1316,16416,7988,-4288,14672,7140,14280,4292,8580,-14316,3124,-10048,-452,11032,8000,10292,10140
0,-5816,-1204,16352,7932,-4228,14620,7140,14296,4280,8576,-14352,3288,-10168,-636,11188,8012,10256,10228
0,-5712,-1220,16452,8064,-4164,14696,7116,14396,4292,8620,-14284,3220,-10244,-692,11072,7952,10268,10340
0,-5832,-1276,16544,7900,-4324,14600,7092,14284,4292,8512,-14352,3236,-10168,-628,11156,7980,10328,10432
0,-5788,-1280,16348,7908,-4272,14464,7068,14200,4296,8516,-14348,3204,-10132,-696,11188,7900,10340,10360
0,-5852,-1312,16284,7944,-4180,14568,7088,14416,4264,8576,-14436,3176,-10048,-524,11196,8012,10408,10384
0,-5712,-1344,16424,7940,-4172,14616,7024,14268,4328,8524,-14408,3188,-10168,-684,11116,8048,10372,10336
0,-5756,-1456,16440,7972,-4152,14692,7128,14332,4308,8608,-14356,3172,-10168,-580,11116,7908,10312,10400
0,-5696,-1316,16240,8028,-4088,14744,7124,14376,4304,8504,-14596,3024,-10096,-628,11208,7988,10432,10348
0,-5792,-1424,16472,8028,-4188,14692,7084,14308,4368,8520,-14464,3228,-10024,-612,11240,7944,10260,10460
0,-5732,-1372,16464,7892,-4176,14640,7116,14360,4216,8416,-14452,3208,-10124,-576,11260,7912,10304,10312
0,-5844,-1388,16404,7968,-4140,14764,7020,14316,4264,8540,-14488,3252,-10072,-588,11052,8032,10300,10400
0,-5868,-1324,16340,7980,-4156,14572,7112,14276,4360,8460,-14508,3132,-10012,-592,11156,8024,10244,10492
0,-5760,-1356,16488,7920,-4164,14508,7096,14272,4388,8468,-14488,3136,-10072,-672,11076,7932,10228,10296
